latency_ms
32.979487ms
56.73718ms
38.904142ms
124.720264ms
33.999032ms
54.185022ms
174.918495ms
4.380538ms
4.196901ms
4.09664ms
54.169409ms
39.815882ms
4.650011ms
40.618627ms
4.392934ms
40.763646ms
34.123661ms
4.740009ms
4.82961ms
33.715848ms
4.694005ms
54.925769ms
4.765646ms
4.420063ms
2.570179ms
4.754297ms
967.645µs
4.92884ms
41.270025ms
5.13897ms
5.549829ms
1.730512ms
1.36319ms
2.692352ms
2.266174ms
2.417991ms
5.463686ms
2.738276ms
2.543499ms
2.385189ms
2.094797ms
2.66004ms
2.795069ms
2.402398ms
2.215254ms
55.334106ms
126.747404ms
45.901889ms
60.4499ms
7.403957ms
4.536719ms
208.104689ms
6.147751ms
5.397546ms
6.551015ms
10.530498ms
6.611297ms
6.307707ms
6.553731ms
6.606901ms
5.908456ms
8.229435ms
8.138638ms
47.154321ms
6.571919ms
6.048357ms
6.168685ms
6.629806ms
7.796677ms
8.370618ms
9.085057ms
181.94688ms
56.513335ms
16.762435ms
70.411376ms
49.822992ms
141.477109ms
16.831803ms
59.894317ms
49.704421ms
17.653753ms
57.047706ms
50.089276ms
50.546992ms
50.399185ms
16.923623ms
50.22827ms
18.15702ms
49.858681ms
17.51244ms
50.764561ms
50.16784ms
17.6868ms
50.650868ms
57.538407ms
50.483701ms
50.553519ms
50.506998ms
50.588382ms
51.478289ms
60.65245ms
116.976302ms
51.337525ms
51.271985ms
50.968246ms
1.019031ms
1.209295ms
804.337µs
61.423021ms
9.149778ms
2.056478ms
9.846906ms
10.19557ms
10.290829ms
10.432329ms
2.259737ms
12.471079ms
53.056344ms
2.658091ms
2.291664ms
10.298808ms
1.439378ms
73.837622ms
144.987102ms
73.986231ms
195.593135ms
74.222348ms
64.811304ms
64.949664ms
78.06109ms
57.821952ms
75.383549ms
65.963862ms
75.155518ms
75.187418ms
57.629985ms
58.198547ms
74.680579ms
58.267943ms
200.106134ms
199.922761ms
128.787933ms
200.090388ms
129.008632ms
199.953121ms
249.982315ms
129.087304ms
199.933685ms
76.412116ms
76.477931ms
200.59467ms
130.075846ms
200.947803ms
130.027328ms
200.856536ms
123.663972ms
76.021699ms
67.890048ms
67.71289ms
82.577094ms
84.055577ms
76.00102ms
67.679357ms
84.679907ms
85.057399ms
85.639173ms
138.091182ms
85.77864ms
85.908655ms
85.599913ms
68.749855ms
85.977358ms
86.417462ms
86.256844ms
86.410486ms
85.945798ms
85.275346ms
86.159407ms
89.388444ms
69.048131ms
75.654211ms
84.909407ms
76.107027ms
86.623697ms
118.508878ms
84.769713ms
119.207361ms
143.214359ms
2.140387ms
142.877252ms
122.790397ms
2.277352ms
87.696026ms
87.513875ms
86.616914ms
140.036283ms
78.450835ms
139.642829ms
77.249762ms
140.290011ms
87.371669ms
140.897101ms
86.933625ms
86.740057ms
77.746596ms
140.396876ms
128.869681ms
122.227547ms
86.827888ms
86.741087ms
123.062392ms
86.943894ms
77.997592ms
88.234928ms
143.176635ms
127.019945ms
127.003463ms
86.799165ms
87.995168ms
84.416571ms
120.371028ms
66.152243ms
87.377303ms
87.671306ms
90.074276ms
86.660695ms
86.83334ms
88.036032ms
77.66019ms
90.221402ms
87.788656ms
78.451082ms
86.695608ms
87.92673ms
88.360769ms
88.52785ms
87.240828ms
86.551244ms
77.644719ms
91.169016ms
87.525746ms
88.88616ms
78.641044ms
87.731614ms
123.845231ms
88.173486ms
88.407818ms
67.462683ms
88.365145ms
87.978469ms
80.986039ms
119.362936ms
88.910032ms
120.768765ms
88.257457ms
90.954635ms
88.533256ms
88.013409ms
67.881389ms
262.669829ms
79.267319ms
87.985172ms
77.702926ms
3.538201ms
3.633193ms
3.718776ms
3.736445ms
3.552104ms
88.675583ms
88.623805ms
88.478176ms
2.89776ms
2.987471ms
77.345426ms
79.107391ms
88.370668ms
86.064864ms
302.218126ms
72.043397ms
89.053201ms
89.669618ms
3.855654ms
92.821699ms
3.620783ms
68.674855ms
78.746508ms
69.259936ms
79.383913ms
68.427534ms
68.631715ms
79.115619ms
121.52151ms
142.394909ms
14.666129ms
263.675772ms
15.003309ms
15.208818ms
72.086222ms
72.215116ms
89.700631ms
90.242785ms
88.501379ms
79.057478ms
86.510666ms
301.266314ms
88.964241ms
14.562365ms
4.850075ms
90.338612ms
93.148944ms
213.936386ms
89.443726ms
3.909061ms
72.732916ms
89.121606ms
89.712088ms
89.93775ms
122.812816ms
214.076246ms
88.702762ms
93.806779ms
92.788467ms
77.797185ms
6.70476ms
214.455984ms
91.125402ms
90.289998ms
9.105683ms
10.972171ms
149.940962ms
78.534494ms
9.194516ms
80.532301ms
80.460993ms
82.152949ms
80.600431ms
125.310059ms
17.480589ms
5.893538ms
77.923602ms
5.186006ms
4.714575ms
90.650018ms
4.826454ms
78.276012ms
79.49334ms
78.290949ms
130.365743ms
7.242991ms
80.970433ms
5.136381ms
215.252052ms
5.768801ms
78.985815ms
5.260573ms
5.238135ms
91.458288ms
124.307881ms
143.480758ms
81.457325ms
7.758017ms
94.815691ms
124.147906ms
14.848793ms
90.708365ms
90.785671ms
6.437541ms
91.665597ms
144.237561ms
88.686364ms
16.99177ms
15.64892ms
215.631015ms
16.501025ms
80.60079ms
133.846112ms
88.77703ms
3.876195ms
91.719337ms
16.782678ms
80.813673ms
124.647257ms
266.974878ms
16.397492ms
80.455972ms
90.950056ms
8.092712ms
79.473633ms
90.996ms
17.515349ms
92.440331ms
90.942672ms
91.182613ms
6.152021ms
90.922417ms
6.431714ms
90.604024ms
134.421248ms
144.934237ms
6.330203ms
8.445021ms
89.811618ms
79.461516ms
77.801158ms
81.67486ms
77.743719ms
80.717058ms
80.820078ms
18.481921ms
77.731462ms
6.975486ms
7.6797ms
80.937415ms
80.894234ms
75.965018ms
17.425087ms
76.190707ms
78.708964ms
79.413123ms
76.153636ms
76.364279ms
79.02158ms
9.378549ms
8.034048ms
79.214135ms
76.759689ms
77.226617ms
76.971405ms
146.115422ms
77.939945ms
146.24644ms
78.035453ms
18.258011ms
85.501531ms
18.553713ms
18.61717ms
18.819305ms
19.56453ms
96.145534ms
130.360191ms
87.078435ms
96.114877ms
149.835823ms
11.298595ms
79.451758ms
85.799641ms
95.470704ms
87.037233ms
76.112326ms
139.201852ms
79.716488ms
85.951763ms
139.416442ms
94.33976ms
96.185946ms
97.30402ms
96.265552ms
98.404318ms
80.183609ms
19.388819ms
80.277663ms
19.449799ms
137.156168ms
97.594792ms
19.393522ms
19.458644ms
81.121431ms
80.88056ms
13.017563ms
97.47401ms
84.285204ms
81.740704ms
88.961298ms
82.704476ms
21.502891ms
82.319054ms
82.849153ms
86.760871ms
13.329635ms
87.224473ms
21.955462ms
86.060185ms
82.636805ms
20.410964ms
19.620627ms
20.07484ms
13.677443ms
15.791647ms
20.013296ms
21.864081ms
20.90836ms
83.864006ms
20.962688ms
21.286364ms
19.691046ms
20.926545ms
18.022207ms
23.135444ms
87.477069ms
87.808949ms
24.351238ms
20.031895ms
21.630497ms
19.927413ms
16.366899ms
88.852987ms
21.637472ms
23.986352ms
82.984007ms
20.692832ms
23.229487ms
87.574543ms
22.242783ms
83.116275ms
22.343591ms
22.239926ms
21.976475ms
22.336405ms
22.375461ms
83.289474ms
22.218819ms
22.692511ms
87.506674ms
22.800391ms
22.050207ms
87.433118ms
87.707111ms
22.298478ms
22.28905ms
87.587088ms
22.545505ms
22.304936ms
87.462602ms
22.904061ms
22.751808ms
23.875414ms
22.353475ms
22.228931ms
22.524051ms
22.984726ms
22.386521ms
23.063789ms
23.106425ms
83.828043ms
86.706696ms
20.285141ms
6.916946ms
21.164341ms
24.390933ms
24.474243ms
20.663126ms
7.802424ms
25.052215ms
19.388318ms
24.88085ms
24.141805ms
24.649629ms
6.671067ms
20.753119ms
88.29367ms
20.792504ms
21.167729ms
6.236449ms
19.493954ms
89.378266ms
8.176654ms
87.357335ms
6.711879ms
3.951686ms
21.038779ms
4.726945ms
4.534253ms
21.953923ms
3.959864ms
7.718103ms
3.980527ms
6.324486ms
4.542482ms
89.25072ms
4.594936ms
88.770642ms
4.324874ms
24.66914ms
4.32049ms
4.514087ms
6.911505ms
8.13339ms
86.268335ms
6.463228ms
3.715843ms
4.324228ms
86.700802ms
4.237133ms
4.100621ms
8.413078ms
19.243667ms
19.640123ms
4.114978ms
87.935066ms
88.660935ms
24.082545ms
4.552036ms
4.556668ms
86.947811ms
86.865009ms
4.911799ms
25.775494ms
4.533614ms
88.547278ms
5.372022ms
26.875328ms
3.214625ms
4.31521ms
4.537685ms
3.591223ms
4.918129ms
4.207534ms
2.628302ms
5.032777ms
3.814921ms
3.874137ms
3.166088ms
3.86945ms
88.798501ms
3.857437ms
5.263685ms
2.811479ms
5.102352ms
3.590949ms
94.95776ms
4.122931ms
2.748447ms
4.624975ms
3.328446ms
88.810541ms
94.830945ms
94.412286ms
4.222802ms
2.796315ms
1.825235ms
28.482026ms
4.415993ms
28.687433ms
28.559148ms
29.672885ms
27.709142ms
21.147671ms
21.180433ms
4.780376ms
28.739126ms
28.49545ms
28.004293ms
92.552909ms
21.296017ms
28.386049ms
94.446598ms
95.306667ms
97.225948ms
4.937344ms
92.545479ms
2.5444ms
5.603845ms
90.598197ms
5.686558ms
28.220691ms
5.841499ms
5.525222ms
5.844567ms
29.479049ms
87.174565ms
5.484828ms
24.361466ms
29.474228ms
8.632719ms
2.928141ms
30.327359ms
29.522847ms
24.489401ms
24.64306ms
6.023659ms
91.223344ms
3.109009ms
24.764792ms
24.805488ms
6.024745ms
33.4164ms
24.869199ms
28.50102ms
6.384612ms
24.96465ms
3.371662ms
25.205241ms
6.57444ms
3.162466ms
4.473297ms
3.328795ms
25.123206ms
3.522069ms
3.64911ms
25.292777ms
6.192898ms
97.926669ms
30.90856ms
3.503189ms
3.605988ms
3.849964ms
3.742665ms
3.850274ms
3.854254ms
3.952538ms
4.148174ms
4.100892ms
35.553048ms
4.160832ms
7.539496ms
7.826719ms
7.712888ms
26.275725ms
5.034087ms
99.979093ms
87.831785ms
99.85047ms
26.559001ms
100.159343ms
34.080425ms
3.468169ms
3.030436ms
94.744721ms
3.774924ms
5.051516ms
27.444741ms
89.896913ms
5.830981ms
7.687592ms
5.957608ms
6.021724ms
6.014942ms
6.021233ms
25.306481ms
5.672084ms
99.332079ms
6.175248ms
6.142464ms
6.001093ms
27.902288ms
33.640126ms
14.748613ms
5.987822ms
6.065908ms
6.199248ms
34.505255ms
6.256865ms
6.361575ms
11.99972ms
6.431918ms
6.691851ms
6.631365ms
6.651302ms
6.498874ms
6.483916ms
6.572993ms
6.808488ms
7.087285ms
19.138045ms
102.057139ms
7.213251ms
7.249542ms
20.732821ms
7.339806ms
6.560018ms
6.62236ms
30.49554ms
20.595685ms
35.986122ms
20.778263ms
20.961359ms
31.112348ms
21.254088ms
21.417998ms
32.904083ms
31.316792ms
30.920533ms
13.579126ms
32.456369ms
13.577138ms
32.200669ms
33.173039ms
33.283442ms
34.200071ms
31.363153ms
31.589844ms
7.447212ms
13.624335ms
7.877178ms
6.159755ms
7.494084ms
31.27284ms
13.703052ms
7.916293ms
13.923386ms
37.762232ms
38.905861ms
103.73857ms
14.33099ms
14.728458ms
22.834853ms
23.019655ms
15.545969ms
15.691927ms
15.203054ms
23.301287ms
23.402767ms
6.528089ms
6.585724ms
6.604975ms
9.29748ms
7.007603ms
9.908178ms
10.025597ms
9.999089ms
9.379382ms
7.411246ms
9.736282ms
8.045505ms
7.549123ms
9.550143ms
8.228584ms
8.28163ms
8.305755ms
8.22965ms
8.176291ms
7.878569ms
10.425165ms
8.205698ms
183.889198ms
107.1946ms
115.990144ms
167.431198ms
213.585309ms
36.417589ms
114.199743ms
152.38137ms
35.932297ms
38.819691ms
117.744517ms
124.938461ms
50.910169ms
119.188609ms
125.062455ms
42.233148ms
47.422396ms
120.178695ms
125.263856ms
118.315486ms
48.076165ms
172.225313ms
152.843504ms
42.628925ms
167.538663ms
184.0445ms
47.368346ms
217.160251ms
183.746792ms
183.357062ms
220.38707ms
220.116983ms
167.116539ms
183.831306ms
174.911557ms
76.560923ms
170.056959ms
168.983609ms
51.855128ms
28.639729ms
7.825219ms
5.97099ms
173.790331ms
83.323745ms
7.260341ms
8.409752ms
85.057568ms
112.693206ms
173.868725ms
179.301846ms
112.462177ms
175.245437ms
172.578464ms
109.142407ms
182.455022ms
182.89007ms
112.526656ms
87.183454ms
183.093432ms
182.556659ms
193.684532ms
177.415558ms
97.928546ms
89.156542ms
111.037ms
174.19134ms
88.708582ms
178.089865ms
116.906413ms
88.649971ms
116.487256ms
180.493977ms
109.116311ms
183.154914ms
179.974071ms
179.412298ms
183.145937ms
182.079719ms
174.689566ms
180.039876ms
185.194499ms
89.070317ms
89.359668ms
182.263192ms
102.629883ms
117.177871ms
184.235187ms
89.744185ms
184.674509ms
118.512306ms
113.803435ms
90.330871ms
96.774256ms
89.74703ms
110.524987ms
118.220106ms
117.451282ms
91.101364ms
182.68263ms
97.104784ms
110.859938ms
90.540152ms
117.919499ms
118.570975ms
87.87875ms
119.209138ms
92.148788ms
185.608301ms
92.267375ms
187.354517ms
92.412381ms
92.038236ms
119.452296ms
185.181618ms
92.318801ms
181.314265ms
92.086319ms
186.933266ms
105.899468ms
183.844586ms
119.510759ms
184.167629ms
120.858637ms
182.478429ms
93.404419ms
120.43658ms
126.018151ms
93.614434ms
187.379652ms
93.470975ms
37.461192ms
186.750856ms
51.021466ms
132.786778ms
187.503232ms
121.785028ms
182.737129ms
189.982292ms
185.015988ms
187.821592ms
183.134427ms
189.973168ms
113.983632ms
184.730754ms
184.039589ms
122.57858ms
185.757676ms
187.247723ms
184.254922ms
187.116032ms
122.951638ms
183.792714ms
94.172143ms
187.756786ms
188.187056ms
183.682341ms
183.825336ms
183.864787ms
121.794538ms
118.642866ms
123.491312ms
126.563455ms
121.799355ms
122.899668ms
119.148593ms
94.431917ms
123.351437ms
115.068192ms
118.988553ms
125.910677ms
189.947433ms
94.578199ms
124.375449ms
95.173994ms
112.31495ms
95.121647ms
188.98895ms
125.87533ms
119.017916ms
188.764906ms
183.505129ms
94.969213ms
118.733765ms
115.464326ms
123.833829ms
119.353382ms
48.565704ms
45.327571ms
95.092015ms
189.342278ms
189.998973ms
108.338306ms
105.13913ms
119.017397ms
119.106162ms
185.31667ms
123.155283ms
117.359778ms
123.551739ms
121.320758ms
123.267301ms
126.647455ms
95.252612ms
184.203416ms
180.572229ms
121.112475ms
180.502797ms
122.94897ms
95.314393ms
95.3091ms
108.527773ms
127.039699ms
183.927418ms
105.154499ms
95.410242ms
186.265486ms
95.008715ms
185.934294ms
95.76278ms
123.948426ms
95.517295ms
123.090265ms
96.420187ms
95.509058ms
124.524216ms
199.173834ms
200.445965ms
185.504662ms
96.333354ms
96.095987ms
96.108328ms
109.542368ms
96.384982ms
97.108561ms
125.443822ms
96.467082ms
96.664644ms
96.470261ms
97.176039ms
190.346032ms
186.126792ms
117.255428ms
96.990675ms
124.981524ms
191.782005ms
97.373379ms
125.424632ms
186.745675ms
97.507113ms
191.153385ms
97.208795ms
203.30263ms
97.604429ms
186.769712ms
193.172186ms
192.611657ms
126.465258ms
99.3019ms
126.007438ms
239.820541ms
192.243378ms
125.919267ms
99.042216ms
108.930515ms
99.674717ms
100.636675ms
128.802743ms
100.977986ms
101.470839ms
206.196941ms
101.275874ms
196.22435ms
101.3813ms
101.668153ms
194.40404ms
101.641637ms
195.935901ms
101.257483ms
101.660011ms
129.664978ms
114.514415ms
102.048393ms
101.193647ms
198.229868ms
114.765161ms
121.976043ms
101.720972ms
101.781811ms
191.39096ms
130.904855ms
102.368486ms
102.399375ms
131.719945ms
131.685852ms
195.007386ms
103.47061ms
195.009844ms
131.895416ms
128.843257ms
197.645317ms
132.534455ms
193.103222ms
105.02427ms
195.753007ms
132.899194ms
198.9887ms
105.123094ms
133.180594ms
30.737132ms
133.682107ms
129.399246ms
134.50215ms
203.954358ms
32.317159ms
200.489281ms
133.41014ms
138.396874ms
201.771045ms
133.112954ms
107.982338ms
136.325495ms
201.498142ms
132.046701ms
128.721263ms
131.529658ms
204.935509ms
34.658699ms
201.03252ms
212.563203ms
132.855855ms
214.83433ms
199.776659ms
198.337843ms
202.749864ms
118.896727ms
198.710393ms
137.970088ms
204.227891ms
131.695179ms
198.532829ms
129.863471ms
139.973222ms
214.107213ms
199.756549ms
124.315593ms
204.768995ms
138.083856ms
110.160586ms
198.999955ms
138.075156ms
202.884731ms
138.271895ms
136.6499ms
205.727478ms
138.674287ms
201.637147ms
138.265851ms
138.495948ms
203.206768ms
200.710082ms
110.526873ms
202.310494ms
110.291526ms
204.274581ms
107.380528ms
107.499213ms
110.911123ms
135.458063ms
139.825391ms
205.105056ms
139.592132ms
111.656144ms
110.94838ms
199.935666ms
139.638555ms
200.368437ms
33.506279ms
111.265556ms
139.124595ms
139.708812ms
111.623746ms
35.999398ms
34.6346ms
202.860081ms
34.721969ms
38.105024ms
134.186529ms
111.807783ms
138.548021ms
140.138554ms
140.823402ms
117.887848ms
140.982086ms
206.204021ms
113.119509ms
135.604009ms
109.787817ms
138.111969ms
210.690252ms
115.920187ms
144.680432ms
113.113392ms
129.592981ms
113.847024ms
130.129735ms
40.342233ms
130.267642ms
145.186469ms
111.746493ms
113.174172ms
113.88039ms
211.657284ms
116.268334ms
116.713649ms
111.723829ms
114.25673ms
145.487959ms
112.169615ms
113.658105ms
114.289641ms
113.731061ms
114.17826ms
223.577708ms
114.459291ms
118.187793ms
115.092845ms
146.752282ms
207.984301ms
118.568388ms
113.888793ms
119.93701ms
114.371439ms
119.239357ms
113.890243ms
118.172114ms
116.072191ms
114.438018ms
118.73599ms
114.535193ms
115.316553ms
116.943117ms
148.625042ms
120.400007ms
143.165267ms
117.371868ms
43.565142ms
42.570021ms
141.213402ms
116.93892ms
43.873875ms
46.636711ms
43.406713ms
217.494634ms
46.738041ms
120.850605ms
43.106594ms
212.416214ms
43.26826ms
42.839868ms
43.536831ms
43.376438ms
117.585775ms
206.492794ms
46.177295ms
117.525656ms
45.592891ms
212.677472ms
34.162794ms
214.65629ms
149.54196ms
210.883173ms
212.534952ms
213.214267ms
149.161526ms
31.812889ms
30.815563ms
30.892614ms
31.329596ms
33.394995ms
32.745615ms
40.812917ms
49.037136ms
46.203198ms
118.234375ms
119.586905ms
123.181649ms
117.623317ms
117.498871ms
45.838347ms
117.841049ms
38.785541ms
154.247464ms
116.562926ms
124.074575ms
118.008926ms
116.86571ms
116.519135ms
118.088396ms
213.670044ms
48.365239ms
117.95783ms
44.12016ms
116.877771ms
47.676891ms
130.51413ms
45.714212ms
39.276084ms
117.303742ms
38.877842ms
117.2605ms
117.389303ms
49.93875ms
113.72324ms
135.797758ms
49.784011ms
44.350689ms
120.711503ms
37.882744ms
114.5387ms
119.003638ms
137.139224ms
215.269913ms
48.669896ms
117.369543ms
152.339558ms
121.308277ms
115.148873ms
114.947926ms
38.217839ms
119.048854ms
46.229578ms
124.501304ms
50.840578ms
43.253053ms
119.178421ms
51.713583ms
119.299171ms
48.184032ms
132.991437ms
51.537184ms
46.575494ms
48.957305ms
123.39324ms
50.715144ms
135.907856ms
49.582609ms
132.935171ms
119.806655ms
123.099667ms
133.344101ms
121.506066ms
117.14322ms
136.611119ms
46.986072ms
121.129096ms
140.292839ms
121.039664ms
52.358163ms
122.499008ms
53.399505ms
120.270895ms
53.014489ms
121.462596ms
53.297404ms
50.751807ms
40.839217ms
121.680266ms
123.859292ms
222.282846ms
44.538965ms
155.722144ms
53.865589ms
123.997751ms
41.834409ms
51.005567ms
123.790252ms
122.193526ms
53.518892ms
135.372549ms
39.778549ms
122.296811ms
156.511923ms
39.823438ms
125.414962ms
46.306134ms
46.710673ms
119.418383ms
156.230344ms
123.5732ms
118.920983ms
52.140281ms
42.309152ms
124.223926ms
123.150855ms
126.133642ms
126.898797ms
93.299241ms
140.144165ms
53.519421ms
53.02363ms
57.0225ms
58.178992ms
53.886996ms
222.983629ms
58.628157ms
58.81779ms
164.497595ms
59.160673ms
129.041349ms
163.857285ms
204.25023ms
190.795662ms
121.713724ms
104.913634ms
107.468472ms
122.377555ms
105.05254ms
109.212921ms
107.317317ms
132.241346ms
105.265282ms
125.327512ms
105.78711ms
113.226991ms
109.957949ms
124.458029ms
123.297576ms
114.290233ms
124.035941ms
107.273024ms
124.740321ms
107.012305ms
107.683678ms
109.807369ms
105.202364ms
110.059195ms
114.439008ms
105.88964ms
128.056428ms
122.206478ms
107.561988ms
205.726066ms
107.763838ms
111.296392ms
106.595412ms
115.250082ms
123.717087ms
105.056892ms
114.506277ms
107.947223ms
106.453652ms
106.387791ms
105.873695ms
108.889671ms
109.143676ms
106.570465ms
107.238748ms
122.519546ms
106.108209ms
125.458397ms
107.324264ms
108.175406ms
109.434851ms
120.309223ms
108.067803ms
124.958127ms
110.255888ms
107.819588ms
112.366704ms
107.55024ms
216.124705ms
107.257729ms
105.457604ms
105.713476ms
225.660012ms
105.741376ms
107.910292ms
202.673152ms
107.914271ms
114.732896ms
112.359371ms
108.0235ms
108.905141ms
205.468664ms
129.517586ms
220.529683ms
130.098102ms
104.399774ms
219.82956ms
113.553244ms
235.887291ms
113.778274ms
105.347581ms
106.372594ms
127.785834ms
117.182932ms
123.84342ms
107.322922ms
111.648617ms
115.095524ms
107.899936ms
107.067073ms
111.579247ms
107.279663ms
107.313241ms
113.975471ms
120.864218ms
113.490823ms
117.612444ms
120.376358ms
112.397276ms
113.473356ms
112.455934ms
112.445907ms
108.184003ms
107.881966ms
116.77682ms
108.319204ms
107.827415ms
127.489789ms
112.643642ms
129.829765ms
112.87591ms
123.081718ms
129.771509ms
124.166253ms
126.88845ms
121.919992ms
129.056552ms
105.306819ms
129.980538ms
114.089763ms
236.919062ms
201.649402ms
111.074338ms
113.450673ms
112.513302ms
305.645592ms
124.732696ms
204.882905ms
123.919194ms
134.275115ms
125.846761ms
132.790913ms
205.717496ms
134.799958ms
130.68355ms
116.694011ms
116.116087ms
110.186043ms
209.33683ms
224.281478ms
134.282461ms
238.871391ms
130.354962ms
118.912329ms
115.98787ms
214.538041ms
137.347378ms
124.278765ms
138.351518ms
109.764165ms
114.909801ms
138.653769ms
115.011019ms
119.977894ms
113.702327ms
127.338596ms
122.509847ms
130.215034ms
118.817228ms
131.361232ms
118.936693ms
140.881805ms
119.581133ms
132.575252ms
136.692874ms
120.622889ms
120.624409ms
123.285765ms
137.66362ms
139.352329ms
144.02148ms
129.610274ms
128.875612ms
129.131411ms
133.758257ms
132.818361ms
217.341989ms
132.521732ms
130.078675ms
134.017208ms
131.17822ms
131.391301ms
130.357445ms
130.719304ms
130.655151ms
134.090415ms
130.210016ms
138.18473ms
140.792969ms
133.524814ms
130.0874ms
134.983857ms
131.3264ms
135.477289ms
254.483424ms
254.822643ms
253.558099ms
255.12996ms
254.912832ms
255.047474ms
255.664221ms
251.916979ms
255.770656ms
255.580923ms
255.469429ms
233.215043ms
255.714892ms
256.394629ms
251.830728ms
149.983224ms
234.10003ms
322.174201ms
252.342014ms
253.867759ms
149.958933ms
254.242645ms
252.854761ms
252.693764ms
256.809052ms
256.954135ms
234.481595ms
234.855009ms
255.028652ms
257.1241ms
254.771536ms
257.282501ms
252.672183ms
234.451093ms
255.588769ms
148.943087ms
149.106065ms
138.35812ms
138.979542ms
151.667858ms
139.124337ms
141.196387ms
140.60933ms
139.68038ms
133.628821ms
258.222194ms
140.13872ms
141.53861ms
141.577419ms
140.926256ms
141.733312ms
142.321121ms
141.304218ms
151.460997ms
139.395022ms
141.061085ms
140.067769ms
140.478253ms
141.263113ms
142.937639ms
140.967694ms
143.41967ms
143.182407ms
143.219307ms
140.932031ms
142.994906ms
141.901839ms
143.285688ms
143.897212ms
151.078042ms
154.117205ms
144.993498ms
151.181574ms
144.454715ms
147.679864ms
262.196147ms
151.307405ms
147.657606ms
144.823153ms
139.825306ms
148.625115ms
149.29821ms
137.797891ms
133.220052ms
145.386866ms
144.627656ms
132.940241ms
138.888114ms
139.540107ms
133.435449ms
139.346768ms
150.170356ms
137.048517ms
133.51507ms
155.749931ms
132.967647ms
139.736534ms
140.569675ms
145.965204ms
137.033958ms
133.259968ms
143.886281ms
140.612825ms
